student_firstname,student_lastname,student_middlename,student_address,birthdate,birthplace,student_phonenumber,studenttype,sex,yearstarted,gradestarted,yearexpelled,yeardroppedout,yeargraduated,schoolfrom,schoolto,parent_firstname,parent_lastname,parent_address,econtact_firstname,econtact_lastname,econtact_address,econtact_phonenumber
Sheila-kathryn,Ivan,Robertshaw,55 Jana Trail,2/3/1996,Yermolino,(382) 5338799,Undergraduate,Female,2007,1st grade,2011,0,1998,,,Bette-ann,Ivan,55 Jana Trail,Ester,Harner,17888 Twin Pines Circle,614-305-0708
Carlin,Marsy,Bowes,6 Hazelcrest Circle,3/19/2001,Zdﾃｭkov,(371) 3530569,Undergraduate,Female,2002,1st grade,2001,1994,1989,,,Nancy,Marsy,6 Hazelcrest Circle,Harmony,Figurski,40 Spohn Drive,316-713-5614
Cookie,Royl,Kluge,5 Holmberg Road,6/10/2004,Halmstad,(214) 5941325,Graduate,Female,1993,1st grade,1998,2012,2003,De La Salle University,Ateneo de Manila University,Legra,Royl,5 Holmberg Road,Antonina,Imorts,78435 Anderson Trail,523-878-7036
Verne,Vennings,Keedwell,451 Sunnyside Parkway,3/6/2001,Qulai,(286) 7732571,Graduate,Male,2003,1st grade,2009,0,1998,,,Lucio,Vennings,451 Sunnyside Parkway,Fonzie,Kornousek,650 Colorado Road,640-971-3435
Margareta,Eger,Fanstone,28 Gale Street,1/19/2013,Campo Maior,(486) 5876006,Graduate,Female,2008,1st grade,2005,0,2007,,,Maris,Eger,28 Gale Street,Allyce,Walbridge,426 Glendale Pass,190-629-2219
Karlen,Ziemke,Going,03 Lerdahl Trail,4/21/1997,Venda do Alcaide,(172) 4287110,Graduate,Female,2009,1st grade,2001,0,2005,,,Joyous,Ziemke,03 Lerdahl Trail,Giuditta,Johnsey,06 Jackson Crossing,844-911-0706
Arny,Yurikov,Barnhart,86322 Heath Lane,11/9/1994,Rijau,(737) 9487749,Graduate,Male,2009,1st grade,2000,0,1984,,,Caspar,Yurikov,86322 Heath Lane,Chandler,Boswood,48527 Grover Center,884-365-8725
Homer,MacGregor,Dominichetti,39470 Walton Center,12/20/2000,Portela,(705) 9216488,Undergraduate,Male,1995,1st grade,1985,0,1995,,,Royce,MacGregor,39470 Walton Center,Randal,Blazi,97 David Court,910-285-6481
Shaine,Toffano,Stampfer,4723 Tony Parkway,6/7/2011,Khudoyelanskoye,(439) 1068339,Graduate,Male,1990,1st grade,1996,0,2006,,,Fritz,Toffano,4723 Tony Parkway,Taddeusz,Eastup,4809 Dayton Parkway,944-589-9468
Mufi,McGiveen,Brager,1803 Vera Park,12/8/1999,Tabuny,(703) 7525874,Undergraduate,Female,2002,1st grade,2011,0,1993,,,Rosie,McGiveen,1803 Vera Park,Mel,Leguay,2236 Shopko Pass,612-135-7961
Nessy,Cogdon,Simoncello,930 Ramsey Alley,6/14/2014,Kolﾃｧ,(785) 5681453,Graduate,Female,1994,1st grade,2000,0,1989,,,Ardra,Cogdon,930 Ramsey Alley,Joana,Betonia,95417 Mallory Terrace,109-596-2697
Trumann,Prugel,Iannuzzi,439 Warner Way,3/29/1994,Solﾅ｣ﾄ・nﾄ・bﾄ・d,(161) 4683737,Graduate,Male,2013,1st grade,1998,0,2008,,,Alley,Prugel,439 Warner Way,Alphonso,Hamm,34583 Stoughton Avenue,976-737-3874
Garreth,Tidbold,O' Gara,86 Hermina Street,4/19/2002,Magatos,(198) 5996463,Undergraduate,Male,1999,1st grade,2010,0,2008,,,Farlie,Tidbold,86 Hermina Street,Eben,Corney,170 Namekagon Way,501-328-3465
Jolie,Swayne,Bavister,10 Lawn Trail,1/30/2003,Panzhuang,(756) 3084424,Undergraduate,Female,1998,1st grade,2006,0,2006,,,Muffin,Swayne,10 Lawn Trail,Abigael,Magee,342 Superior Parkway,221-916-1657
Brewster,Cominotti,Peepall,4263 Mallory Trail,2/16/2012,Choszczno,(816) 1942039,Undergraduate,Male,2012,1st grade,1998,0,1997,,,Egbert,Cominotti,4263 Mallory Trail,Fielding,Barczynski,08 Summit Lane,334-600-7432
Roderigo,Anselmi,Camocke,3 Express Hill,6/17/2005,Nouaseur,(425) 1088176,Graduate,Male,1995,1st grade,1999,0,1999,,,Zared,Anselmi,3 Express Hill,Eadmund,Kendrew,5734 Village Point,744-875-9112
Ulises,Clewley,Roskeilly,9342 Hudson Alley,2/23/2008,Kawambwa,(317) 3649773,Graduate,Male,1992,1st grade,1998,0,2009,,,Jock,Clewley,9342 Hudson Alley,Isidro,Rupke,2 Veith Court,364-913-5093
Roldan,Nornasell,Penny,23 Cambridge Junction,7/27/2011,Nanhuatang,(940) 7886706,Graduate,Male,2011,1st grade,2005,0,1999,,,Ansell,Nornasell,23 Cambridge Junction,Nap,Simoncelli,30 Lerdahl Street,955-738-4239
Corny,Lammenga,Bridgwater,1380 Paget Avenue,12/18/2001,Limanancong,(383) 1458942,Undergraduate,Male,2006,1st grade,1979,0,2012,,,Dillon,Lammenga,1380 Paget Avenue,Brandon,Rojahn,20206 Dorton Court,753-836-3309
Aleksandr,Raffles,Pipping,326 Monterey Circle,1/3/2004,Pasirpanjang,(703) 5707642,Graduate,Male,2006,1st grade,2008,0,1985,,,Lincoln,Raffles,326 Monterey Circle,Seumas,Triplow,7602 Annamark Center,551-984-8866
Sylvester,Bramall,Stubbs,3459 Stang Junction,6/22/1995,Villa Nueva,(727) 5771776,Undergraduate,Male,1994,1st grade,2000,1982,2010,University of the Philippines,Ateneo de Manila University,Benedicto,Bramall,3459 Stang Junction,Willard,Checchi,2756 Bowman Pass,141-694-5448
Elisha,Dufore,Maharry,888 Grim Circle,3/17/2009,Kez,(656) 5238343,Undergraduate,Female,2010,1st grade,2007,0,1988,,,Caresa,Dufore,888 Grim Circle,Dulcy,Curtain,8694 Hoepker Lane,404-654-2046
Meg,Coultass,Tukesby,900 Vahlen Avenue,4/14/2006,Cangshan,(353) 5109418,Graduate,Female,2011,1st grade,2008,0,1966,,,Gussi,Coultass,900 Vahlen Avenue,Jaclyn,Oliveira,459 Union Street,616-941-2128
Evaleen,McClinton,Ware,88266 Kinsman Hill,12/4/2010,Grujugan,(385) 4956076,Undergraduate,Female,2011,1st grade,2006,0,1995,,,Virgie,McClinton,88266 Kinsman Hill,Miquela,McTague,0307 Utah Court,201-904-7561
Halette,Appleford,O'Neal,82 Eastwood Alley,12/30/2012,Lﾄ・lmohan,(817) 8097224,Undergraduate,Female,2012,1st grade,2012,0,1994,,,Dianna,Appleford,82 Eastwood Alley,Rene,Featherbie,436 Monica Avenue,680-314-1608
Kissiah,McCurrie,Steptow,6 Garrison Pass,11/13/2006,Qinhong,(930) 3190912,Undergraduate,Female,1997,1st grade,2010,0,2006,,,Claresta,McCurrie,6 Garrison Pass,Adorne,Wayman,2148 Pennsylvania Point,467-731-0464
Gwendolyn,Braganza,Flintoft,00 Buena Vista Junction,7/23/1999,Kota Kinabalu,(234) 3950672,Graduate,Female,2007,1st grade,1998,0,2010,,,Jennine,Braganza,00 Buena Vista Junction,Frieda,MacGoun,3 Utah Parkway,764-933-7360
Berget,Lambden,Odhams,577 Dovetail Crossing,8/11/2001,Palykavichy Pyershyya,(504) 2102379,Undergraduate,Female,1998,1st grade,2011,0,1994,,,Krystalle,Lambden,577 Dovetail Crossing,Marguerite,Yellowley,085 Grasskamp Road,124-261-1959
Dulcia,Wheelwright,Eastwood,26645 Blue Bill Park Center,12/10/1995,Zﾅ・otniki,(398) 3265584,Graduate,Female,2004,1st grade,1993,2003,2002,,,Josephine,Wheelwright,26645 Blue Bill Park Center,Tuesday,Umbert,2 Anzinger Lane,485-368-3942
Stacee,Stanesby,Morter,2 Luster Terrace,1/14/2008,Johanneshov,(104) 9655036,Undergraduate,Male,1999,1st grade,2011,0,2008,,,Robb,Stanesby,2 Luster Terrace,Hanson,Pardew,9 Old Gate Plaza,114-238-3169
Thor,Robbey,Bristow,34751 Spenser Pass,5/22/1995,Miami,(305) 8642858,Undergraduate,Male,1998,1st grade,1992,0,2005,,,Ermanno,Robbey,34751 Spenser Pass,Gare,Menier,658 Talmadge Parkway,404-674-7947
Vlad,Aitchinson,Gething,9715 Stone Corner Parkway,2/3/2003,Fatufaun,(327) 9958827,Undergraduate,Male,1992,1st grade,2012,2007,2010,,,Clive,Aitchinson,9715 Stone Corner Parkway,Parker,McArte,3 Kensington Circle,564-878-4407
Melessa,Peppett,Cosford,90288 Clemons Parkway,6/10/2011,Magisterial,(365) 2750291,Graduate,Female,1990,1st grade,2001,0,2005,,,Ivett,Peppett,90288 Clemons Parkway,Angeline,Bowmaker,12238 Katie Park,712-636-8164
Richmound,Tankin,Haggidon,75237 Ridge Oak Alley,8/19/1998,Patrocﾃｭnio,(222) 2115909,Undergraduate,Male,2006,1st grade,2004,0,2000,,,Waldemar,Tankin,75237 Ridge Oak Alley,Elliott,Roome,86 Pleasure Junction,944-582-8647
Ambrosius,Parvin,McFall,052 Troy Center,3/2/1994,Auas,(745) 1403593,Undergraduate,Male,1990,1st grade,1986,1994,2000,,,Duke,Parvin,052 Troy Center,Yankee,Dunguy,31 South Point,580-214-0216
Elka,Chace,Manueli,7 Schurz Point,11/16/1999,Itaguaﾃｧu,(234) 4504964,Undergraduate,Female,2005,1st grade,2006,0,2013,,,Cinda,Chace,7 Schurz Point,Andeee,Mitie,197 Butternut Crossing,287-480-6850
Lindsey,Clothier,Gilder,676 Monterey Crossing,3/23/2000,Skidal・・,(942) 8172975,Graduate,Male,1994,1st grade,2004,0,1990,University of Santo Tomas,Ateneo de Manila University,Temple,Clothier,676 Monterey Crossing,Frederic,Cinderey,177 Macpherson Avenue,945-431-0048
Douglass,Conochie,Daughtry,06 Forest Road,3/3/2011,Macieira de Rates,(320) 8525511,Graduate,Male,2002,1st grade,1997,0,1996,,,Jude,Conochie,06 Forest Road,Jens,Stockill,08029 Kenwood Lane,781-328-8455
Jaclyn,O'Keeffe,MacCafferky,8710 Hanover Court,11/1/2002,Al Hufﾅｫf,(841) 6788042,Undergraduate,Female,1998,1st grade,2000,0,1998,,,Meghan,O'Keeffe,8710 Hanover Court,Dre,Ramsdell,84 Homewood Pass,991-538-0610
Gavrielle,Koschek,Feehery,91301 Messerschmidt Court,6/5/2006,Lamoso,(708) 1587886,Graduate,Female,1989,1st grade,1948,0,2007,,,Kelsi,Koschek,91301 Messerschmidt Court,Melamie,Fransinelli,65 Katie Junction,865-570-8733
Ethel,Celiz,Golsthorp,2 Stone Corner Center,5/12/2008,Lianhua,(838) 3372513,Graduate,Female,1996,1st grade,2005,0,1995,,,Fania,Celiz,2 Stone Corner Center,Demetria,Pere,860 Melvin Avenue,337-662-0532
Heath,Meininger,Halwood,9774 Pennsylvania Alley,5/13/1998,Nanshi,(453) 8962046,Graduate,Female,2007,1st grade,2011,0,2000,,,Alexine,Meininger,9774 Pennsylvania Alley,Margarita,Coleborn,32365 Harbort Park,573-770-7620
Lemmie,Jurgen,Negro,549 Trailsway Alley,3/4/1999,Bayt Ta・・mar,(747) 7518291,Graduate,Male,2012,1st grade,2005,0,2009,,,Heinrick,Jurgen,549 Trailsway Alley,Harlen,Templeton,76 Knutson Way,664-583-2022
Maighdiln,Merrien,Whatman,936 Fuller Plaza,6/26/2001,Lidingﾃｶ,(462) 8994199,Undergraduate,Female,2008,1st grade,2012,0,2012,,,Anabella,Merrien,936 Fuller Plaza,Kittie,Drysdall,31 Summerview Point,236-394-4570
Alano,Wandrich,Abbyss,732 Pond Lane,4/17/2006,Suhopolje,(936) 8972102,Graduate,Male,2008,1st grade,1999,0,1997,,,Wilden,Wandrich,732 Pond Lane,Hartley,Ivanenkov,1 Walton Park,525-957-2766
Cybill,Winthrop,Scud,67 Forest Dale Trail,3/26/1994,Nong Khae,(888) 4447426,Graduate,Female,1995,1st grade,2012,0,1996,University of the Philippines,Ateneo de Manila University,Amandi,Winthrop,67 Forest Dale Trail,Shelly,Sire,61078 Cambridge Terrace,934-586-8243
Sunshine,Van Daalen,MacGiany,8 Beilfuss Center,11/29/2007,ﾃ・thyra,(563) 7389736,Undergraduate,Female,2012,1st grade,2011,0,2000,,,Loria,Van Daalen,8 Beilfuss Center,Noami,Ricciardelli,338 Hallows Avenue,625-177-9875
Davide,Hambly,Chessman,25 Canary Point,3/31/2013,Kamina,(209) 6030325,Graduate,Male,2000,1st grade,2010,0,2009,,,Paton,Hambly,25 Canary Point,Lewes,Adnet,552 Carioca Drive,790-554-8621
Muriel,Lehrle,Thorowgood,6011 Fieldstone Place,10/11/1998,Bﾅｫlaevo,(371) 1206573,Graduate,Female,2001,1st grade,2000,0,1984,,,Lanita,Lehrle,6011 Fieldstone Place,Corny,Pippin,17798 Sycamore Terrace,992-307-1383
Verne,Schneidau,Folker,52 American Ash Park,5/23/1995,Reshui,(711) 6613227,Graduate,Male,2005,1st grade,1997,0,2007,,,Birch,Schneidau,52 American Ash Park,Jermain,Simonett,26229 Vahlen Plaza,374-201-1838
Patricia,Stodit,Garrod,250 Westridge Street,1/11/1994,Guyang,(499) 6788508,Graduate,Female,1992,1st grade,2010,0,2008,,,Merridie,Stodit,250 Westridge Street,Lissy,Dedden,39 Red Cloud Plaza,568-531-4706
Thacher,Crosthwaite,Byard,48 Hoepker Court,8/17/1994,Weizhou,(636) 4149192,Undergraduate,Male,2009,1st grade,2006,0,2010,University of Santo Tomas,Ateneo de Manila University,Ned,Crosthwaite,48 Hoepker Court,Stirling,Arnau,689 Bunting Court,889-199-7263
Abraham,Louedey,Glasner,6 Westport Center,6/9/2012,Baiyang,(841) 8457598,Graduate,Male,2002,1st grade,2006,0,2005,,,Auberon,Louedey,6 Westport Center,Kermy,Bulmer,399 Wayridge Point,190-268-4922
Cariotta,Siburn,Martinovsky,31074 Summerview Alley,7/10/2014,Rumyantsevo,(392) 1870143,Undergraduate,Female,2004,1st grade,1990,0,2007,,,Eleonora,Siburn,31074 Summerview Alley,Alexandra,Poxton,10191 Utah Junction,675-165-9028
Nina,Grumell,Cokayne,52580 Larry Road,3/25/2001,Diaoluoshan,(676) 9263535,Undergraduate,Female,1992,1st grade,1987,0,2002,,,Leontine,Grumell,52580 Larry Road,Mable,Lutman,6861 Maryland Court,692-893-8163
Chelsy,Hinkes,Tomlin,1384 Brentwood Park,7/19/1998,Negombo,(828) 1332883,Undergraduate,Female,2012,1st grade,2000,0,2002,University of Santo Tomas,Ateneo de Manila University,Agretha,Hinkes,1384 Brentwood Park,Deana,Pennaman,425 Forest Dale Parkway,166-497-9725
Stevena,Sellman,Ginglell,7 Londonderry Avenue,9/8/1999,Chixi,(619) 3439728,Undergraduate,Female,2003,1st grade,1993,0,2009,,,Caty,Sellman,7 Londonderry Avenue,Farand,Simka,34844 Lake View Plaza,492-333-1718
Colleen,Dayce,St. Queintain,37316 Dennis Crossing,12/29/2003,Banﾄ・n,(438) 7418765,Undergraduate,Female,1994,1st grade,2008,0,1991,,,Marie-jeanne,Dayce,37316 Dennis Crossing,Crystal,Alcoran,1 Fulton Alley,362-160-9284
Mel,Kliche,Willwood,421 Lindbergh Park,8/12/1998,Dobrica,(449) 2563296,Undergraduate,Female,2002,1st grade,1996,0,1998,University of the Philippines,Ateneo de Manila University,Crysta,Kliche,421 Lindbergh Park,Selinda,Seiter,5771 Mosinee Way,352-179-5793
Lorin,Zuanelli,Mowne,1 Muir Terrace,11/29/2001,Yiwa,(896) 2621903,Graduate,Male,2007,1st grade,2006,0,1996,,,Loren,Zuanelli,1 Muir Terrace,Herculie,Mattholie,53897 Norway Maple Drive,761-307-8588
Arvy,Jenton,Wyche,0 Jay Alley,11/30/1996,Tanza,(601) 2177765,Undergraduate,Male,2009,1st grade,1987,0,2004,,,Meir,Jenton,0 Jay Alley,Sebastien,Matuszewski,671 Weeping Birch Parkway,669-704-3385
Frederigo,Connochie,Bennet,53 Kings Street,12/8/2001,Kiihtelysvaara,(494) 4539078,Undergraduate,Male,2007,1st grade,2000,0,1986,,,Fabio,Connochie,53 Kings Street,Morley,Undy,77 Warner Avenue,717-144-9761
Bell,Rimmer,Waterworth,04520 Mallory Point,6/20/2004,Mata-Utu,(393) 1125577,Graduate,Female,1999,1st grade,2011,0,1992,,,Kari,Rimmer,04520 Mallory Point,Leona,Minico,0 Surrey Junction,851-419-6747
Lavena,Rylett,Shortell,01069 Maple Park,5/27/2011,Castelﾃｵes,(856) 8756645,Undergraduate,Female,2000,1st grade,2000,0,1994,,,Licha,Rylett,01069 Maple Park,Minne,Hebbard,47597 Ronald Regan Trail,947-761-7794
Waldon,Gosneye,Packington,02823 Talisman Court,2/11/2007,Tangkou,(246) 3079881,Undergraduate,Male,1997,1st grade,2012,1966,1999,,,Aguste,Gosneye,02823 Talisman Court,Adan,Meacher,45364 Gulseth Junction,818-472-7633
Abe,Nobbs,Constantine,453 Kropf Crossing,7/17/2001,Kairouan,(680) 2091319,Graduate,Male,1986,1st grade,1997,0,2003,,,Jaime,Nobbs,453 Kropf Crossing,Reid,Gaskarth,94 Dennis Pass,918-954-7897
Townsend,Daens,Gracewood,2950 Cascade Crossing,7/21/2009,Tsuruga,(384) 5981321,Undergraduate,Male,1995,1st grade,1993,0,2000,,,Giffie,Daens,2950 Cascade Crossing,Marcos,Duffett,72218 Parkside Center,461-593-2581
Merle,Hinz,Talmadge,77 Autumn Leaf Junction,3/22/2007,Welisara,(313) 5548321,Undergraduate,Female,1997,1st grade,1994,0,1966,,,Genna,Hinz,77 Autumn Leaf Junction,Adele,Yurtsev,9 Ronald Regan Parkway,346-351-0235
Jodie,Wasiel,Darcy,68 Delaware Lane,8/7/2004,Novopokrovka,(113) 9678172,Undergraduate,Male,1992,1st grade,2005,0,1994,University of the Philippines,Ateneo de Manila University,Michale,Wasiel,68 Delaware Lane,Armando,Deble,4 Vermont Street,819-437-1780
Merry,Davey,Hobden,04089 Dunning Crossing,10/29/1999,Norak,(199) 7709505,Undergraduate,Male,2004,1st grade,2001,0,1996,University of the Philippines,Ateneo de Manila University,Andris,Davey,04089 Dunning Crossing,Tammy,Boote,59 Golf Junction,882-137-0534
